application_id,age,income,employment_years,loan_amount,term_months,existing_debt,dti,prior_defaults,inquiries_6m,purpose,region,defaulted_12m
A205575,36,47238,2.6,8042,36,4615,0.1056,0,2,debt_consolidation,south,0
A205576,25,25805,7.5,5244,36,3588,0.1373,1,4,debt_consolidation,north,0
A205577,21,77827,3.0,11018,36,34452,0.2685,0,1,education,east,0
A205578,27,19999,0.5,12840,36,5115,0.3419,0,1,other,south,1
A205579,46,23553,6.9,11749,36,8941,0.3561,0,0,debt_consolidation,central,1
A205580,55,99637,6.6,6668,36,5626,0.0505,2,1,car,central,0
A205581,32,42063,1.5,10465,48,5176,0.1237,0,1,debt_consolidation,central,0
A205582,42,66258,3.7,7967,48,619,0.0347,0,1,debt_consolidation,east,0
A205583,33,41006,3.4,5982,24,9139,0.1844,0,2,debt_consolidation,north,0
A205584,26,30781,2.5,2329,36,7001,0.1389,0,0,car,central,0
A205585,36,36861,0.4,19338,60,2982,0.1454,0,0,debt_consolidation,central,0
A205586,42,65280,2.7,8136,24,3546,0.0895,1,2,home_improvement,north,0
A205587,34,64622,7.1,13371,12,2752,0.2282,3,0,education,south,1
A205588,49,38119,7.7,5838,12,24090,0.4691,0,2,home_improvement,central,0
A205589,32,30602,3.6,12473,24,27206,0.6483,0,2,medical,central,0
A205590,39,24200,3.5,8469,24,5517,0.289,0,2,car,east,0
A205591,34,71641,2.7,7768,60,33122,0.2529,1,0,education,north,0
A205592,25,51675,5.5,6028,48,5550,0.0829,0,4,debt_consolidation,north,0
A205593,35,59676,1.0,18613,60,2668,0.0847,0,4,education,east,0
A205594,30,37277,8.1,11248,48,6643,0.1645,0,1,other,north,0
A205595,48,36789,4.3,3104,24,4946,0.1094,0,0,home_improvement,central,0
A205596,39,35689,4.1,9086,12,14894,0.4633,0,1,education,central,0
A205597,27,41388,1.2,10640,24,20837,0.3803,0,2,debt_consolidation,north,0
A205598,52,22605,6.5,8168,48,8392,0.276,0,2,debt_consolidation,north,1
A205599,37,134272,2.1,14675,48,3646,0.0409,0,2,debt_consolidation,south,0
A205600,59,55857,3.4,7575,24,3227,0.0967,0,5,medical,north,0
A205601,48,20284,9.1,3118,48,13573,0.373,0,0,home_improvement,north,0
A205602,25,44868,7.4,13486,36,3225,0.1361,0,2,home_improvement,central,0
A205603,46,41162,2.1,8308,60,571,0.0473,0,0,home_improvement,east,0
A205604,48,69065,4.0,7483,60,3094,0.0441,0,4,debt_consolidation,east,0
A205605,40,117964,2.0,20544,24,1005,0.0913,0,0,other,south,0
A205606,30,115101,3.0,5438,60,10764,0.0562,0,2,education,north,0
A205607,32,29721,0.3,9712,36,2962,0.1588,0,1,car,south,0
A205608,66,37173,1.9,9338,60,3514,0.0975,0,3,car,east,0
A205609,29,68433,2.8,6492,24,2097,0.0628,0,2,debt_consolidation,north,0
A205610,42,75303,2.8,17296,48,1358,0.0664,0,2,education,north,0
A205611,47,32151,3.8,17209,12,7124,0.646,0,2,debt_consolidation,south,1
A205612,39,148687,6.0,38677,48,2047,0.0719,0,1,other,east,0
A205613,29,33530,5.1,34193,12,2960,1.0639,0,0,home_improvement,east,0
A205614,21,126207,7.6,19181,60,10105,0.0704,0,3,education,south,0
A205615,33,97320,0.8,8109,24,13221,0.1096,0,0,car,south,0
A205616,36,59640,2.8,2460,48,8836,0.0844,0,2,education,central,0
A205617,23,83531,6.5,9502,60,45957,0.2978,3,0,debt_consolidation,central,0
A205618,47,152699,4.9,4441,48,6927,0.03,0,5,debt_consolidation,north,0
A205619,57,25039,2.5,14378,60,4609,0.2069,0,2,home_improvement,north,0
A205620,34,31561,4.5,11905,60,4683,0.1496,0,3,debt_consolidation,central,0
A205621,37,191463,3.9,8835,60,4732,0.0216,0,0,other,east,0
A205622,21,24841,2.9,5266,12,6786,0.3486,0,1,car,central,0
A205623,26,140109,3.7,12502,48,10465,0.0597,0,3,home_improvement,south,0
A205624,24,92852,3.3,2175,48,36883,0.2045,0,4,debt_consolidation,north,0
A205625,47,31690,4.9,5174,24,7134,0.1942,0,0,home_improvement,central,0
A205626,37,48912,1.6,9291,60,2625,0.0648,0,0,debt_consolidation,central,0
A205627,50,34927,14.6,4237,12,1959,0.1494,0,0,debt_consolidation,east,0
A205628,33,35642,0.7,2760,24,1622,0.0615,1,3,home_improvement,central,0
A205629,21,93982,2.6,4430,60,2674,0.0237,1,4,other,central,0
A205630,36,51239,5.3,4924,12,6007,0.1547,0,0,car,north,0
A205631,27,36286,3.4,2481,12,11829,0.2314,0,1,debt_consolidation,north,0
A205632,38,56638,1.4,16051,24,9309,0.2239,1,1,other,south,0
A205633,38,38940,3.9,9693,12,12222,0.4059,0,1,medical,central,0
A205634,44,48190,3.7,11575,60,674,0.055,0,1,debt_consolidation,south,0
A205635,23,59029,8.2,13311,12,3585,0.2559,0,3,debt_consolidation,south,1
A205636,32,44061,4.8,10876,60,4792,0.1037,0,3,car,central,0
A205637,40,122449,0.9,12148,24,2299,0.059,0,4,other,central,0
A205638,33,72907,3.9,5366,36,2644,0.0427,0,4,home_improvement,east,0
A205639,42,61534,1.2,8551,36,1590,0.0592,0,1,home_improvement,central,0
A205640,21,23834,11.0,9559,48,11531,0.3422,0,1,other,south,0
A205641,52,58214,13.1,7130,24,2159,0.0798,1,0,debt_consolidation,south,0
A205642,27,84343,2.9,28818,24,2889,0.188,0,5,other,south,0
A205643,36,59578,0.3,6255,36,18073,0.1867,0,5,debt_consolidation,east,0
A205644,43,34584,2.2,9831,12,14637,0.4959,0,0,education,central,0
A205645,57,47630,6.7,12127,48,4990,0.116,1,1,debt_consolidation,central,0
A205646,36,29584,3.2,22896,12,4500,0.85,0,0,other,east,0
A205647,33,30252,6.2,7701,36,10035,0.2507,0,1,debt_consolidation,central,1
A205648,44,118952,8.0,9218,48,5820,0.0438,1,2,home_improvement,east,0
A205649,26,111308,2.3,3411,60,28441,0.1339,0,0,debt_consolidation,central,0
A205650,29,55674,5.4,11692,60,3572,0.0741,0,2,car,south,0
A205651,37,93721,2.9,5488,60,10101,0.0656,0,2,home_improvement,central,0
A205652,28,46548,3.5,12277,36,6563,0.1584,1,0,debt_consolidation,central,0
A205653,44,60152,14.8,3196,24,7375,0.0879,0,4,home_improvement,east,0
A205654,39,55363,9.0,7397,36,4163,0.0821,0,3,other,north,0
A205655,39,41211,6.9,9496,48,10144,0.1807,0,0,car,central,0
A205656,54,22176,2.6,5779,60,16026,0.4135,0,0,other,east,0
A205657,41,87455,1.6,4507,24,6604,0.0635,0,1,debt_consolidation,north,0
A205658,29,34681,0.4,11781,60,4600,0.1343,0,0,debt_consolidation,east,0
A205659,32,36911,15.9,11281,36,3677,0.1517,0,5,medical,north,0
A205660,21,29596,2.1,2080,48,1090,0.036,0,3,debt_consolidation,south,0
A205661,41,81802,6.0,2771,12,4165,0.0593,0,0,debt_consolidation,south,0
A205662,48,79027,4.9,6952,24,3836,0.0683,0,1,home_improvement,south,0
A205663,47,59595,1.3,18034,60,1399,0.0723,0,0,debt_consolidation,south,0
A205664,46,53696,4.2,16625,12,2733,0.3351,1,3,home_improvement,south,1
A205665,34,68586,2.6,9776,60,22124,0.1898,0,0,home_improvement,central,0
A205666,22,68810,4.3,10454,24,20157,0.2224,0,0,debt_consolidation,central,0
A205667,33,160109,13.4,11929,36,953,0.0278,0,0,debt_consolidation,north,0
A205668,59,65299,11.8,34276,60,5413,0.1464,0,1,home_improvement,north,0
A205669,47,44619,2.1,4873,36,4095,0.0823,0,3,car,south,0
A205670,28,27444,9.3,16362,48,963,0.1666,0,0,debt_consolidation,north,0
A205671,50,75101,2.1,11767,24,4172,0.1061,3,1,car,north,0
A205672,26,99070,0.8,3465,24,4727,0.0413,0,3,medical,central,0
A205673,40,232403,0.3,20069,24,832,0.045,0,3,car,south,0
A205674,21,71678,1.5,4587,36,17058,0.1403,0,0,debt_consolidation,north,0
A205675,44,33254,0.6,13783,60,15618,0.3177,1,2,debt_consolidation,central,0
A205676,42,15796,1.4,3498,12,2278,0.2936,0,1,other,north,0
A205677,56,24573,6.4,32283,12,3106,1.2,0,0,debt_consolidation,central,1
A205678,46,41394,1.3,23812,24,985,0.2995,0,1,home_improvement,north,0
A205679,21,41158,4.7,8002,60,12677,0.1929,0,4,debt_consolidation,east,0
A205680,36,16438,3.3,28057,60,2447,0.4158,0,0,debt_consolidation,central,0
A205681,28,64276,4.7,42416,36,1041,0.2281,0,2,car,south,0
A205682,38,87979,4.7,9089,48,2517,0.0401,0,1,medical,east,0
A205683,49,65883,3.4,6796,36,44841,0.3747,0,0,other,south,0
A205684,39,26165,2.0,5783,60,5093,0.1415,0,0,other,central,0
A205685,21,24422,2.5,13132,12,20219,0.9517,0,1,other,central,1
A205686,37,50163,6.1,6840,24,3005,0.0981,0,1,debt_consolidation,south,0
A205687,50,26268,2.4,7241,48,3905,0.1432,0,0,other,central,0
A205688,54,112847,3.9,4762,12,8583,0.0802,0,1,debt_consolidation,central,0
A205689,21,46311,6.6,5692,36,6515,0.1113,0,2,other,north,0
A205690,32,26870,9.1,11638,12,6281,0.55,0,1,education,east,0
A205691,49,64740,10.3,9096,12,1012,0.1483,0,1,debt_consolidation,south,0
A205692,31,86620,4.7,60000,36,4914,0.2593,0,2,home_improvement,east,0
A205693,49,125568,9.7,19955,12,21113,0.243,0,2,debt_consolidation,central,0
A205694,31,102486,3.8,5854,60,5917,0.0403,0,0,car,north,0
A205695,30,61097,3.6,8484,24,4541,0.1066,0,0,home_improvement,north,0
A205696,21,77476,3.5,16380,12,3987,0.2372,0,1,medical,south,0
A205697,62,46903,3.9,21245,12,6317,0.5203,0,1,car,north,0
A205698,26,58811,3.9,7417,36,9305,0.1211,0,0,medical,north,0
A205699,50,36304,1.8,24557,36,1966,0.2526,0,0,education,south,0
A205700,47,65980,2.1,7565,24,20598,0.2134,0,0,home_improvement,north,0
A205701,47,54266,3.9,2354,12,2960,0.0707,0,0,car,east,0
A205702,56,54639,4.8,3542,12,6521,0.1245,0,5,other,south,1
A205703,47,37048,4.2,5839,60,23805,0.3528,0,1,car,north,0
A205704,57,78342,7.7,8628,60,5461,0.0569,2,1,medical,south,0
A205705,32,101469,6.7,15548,60,18297,0.1208,0,4,debt_consolidation,south,0
A205706,23,25514,9.4,2242,24,1966,0.0825,0,0,car,east,0
A205707,30,33409,5.9,5394,12,4182,0.224,0,1,debt_consolidation,east,0
A205708,42,104402,9.5,10827,36,1783,0.0431,0,1,home_improvement,east,0
A205709,50,27943,2.4,8724,24,15429,0.4322,1,0,education,south,0
A205710,33,58007,6.8,46512,24,3055,0.4273,0,3,home_improvement,south,0
A205711,29,20072,8.4,2028,24,2208,0.1055,0,0,other,central,0
A205712,36,98512,1.9,9589,12,19080,0.1942,0,4,debt_consolidation,south,1
A205713,47,41035,2.7,9618,24,5505,0.1843,0,0,car,east,0
A205714,22,91746,0.9,6294,24,2377,0.0473,0,1,debt_consolidation,central,0
A205715,52,37031,2.3,9547,36,5705,0.163,3,1,debt_consolidation,south,0
A205716,33,49561,2.9,20346,48,7014,0.1734,2,5,home_improvement,south,0
A205717,39,38304,2.4,8402,12,3130,0.2602,1,0,debt_consolidation,north,0
A205718,31,58575,5.1,4109,60,2180,0.0326,0,0,car,north,0
A205719,45,33199,2.8,5388,48,1502,0.0632,0,1,debt_consolidation,south,0
A205720,32,49751,3.1,9158,24,8029,0.1727,0,2,home_improvement,central,0
A205721,41,66091,7.8,12316,12,2010,0.2016,0,2,home_improvement,east,0
A205722,25,80750,9.8,11492,12,10074,0.2047,0,2,home_improvement,north,0
A205723,55,60789,7.2,11463,12,1975,0.2048,1,2,education,north,0
A205724,50,68239,2.9,8943,12,8232,0.1914,0,3,home_improvement,central,0
A205725,34,12389,4.7,12504,60,2401,0.2988,0,1,other,south,0
A205726,50,43039,6.8,5266,60,10387,0.1451,0,1,car,south,0
A205727,42,46006,5.7,4949,36,6607,0.1077,0,0,education,north,0
A205728,56,32045,0.8,2524,24,3188,0.0891,0,1,car,central,0
A205729,65,240000,5.6,5750,48,4401,0.0152,0,3,home_improvement,south,0
A205730,32,18922,9.7,12750,48,1639,0.2118,0,4,debt_consolidation,south,0
A205731,23,40526,7.6,6736,12,14298,0.3426,0,0,debt_consolidation,north,0
A205732,26,56182,8.5,3392,48,34358,0.3209,1,2,education,north,0
A205733,50,56185,0.8,15450,60,443,0.0589,0,0,home_improvement,north,0
A205734,43,46366,1.1,1796,24,1519,0.0357,0,0,debt_consolidation,north,0
A205735,38,49857,2.6,6197,60,3849,0.0635,0,0,medical,east,0
A205736,28,61736,6.3,2145,36,5971,0.0599,0,2,debt_consolidation,east,0
A205737,44,25243,9.5,17700,12,3367,0.7679,0,1,other,east,0
A205738,25,49368,7.6,7723,48,22159,0.2635,1,1,debt_consolidation,north,0
A205739,35,83797,2.0,3980,60,73805,0.4499,0,0,home_improvement,north,1
A205740,28,48784,1.0,19069,60,6745,0.1473,0,4,car,east,0
A205741,38,75641,3.6,5075,60,1459,0.0231,0,1,car,north,0
A205742,37,48042,5.2,4866,48,11122,0.1411,0,2,car,north,0
A205743,46,55365,5.3,5702,36,11729,0.1403,0,0,debt_consolidation,east,0
A205744,29,174480,1.8,1551,24,138,0.0048,0,0,home_improvement,north,0
A205745,30,31218,1.6,14775,24,4328,0.306,0,0,debt_consolidation,east,0
A205746,47,54356,8.3,25552,48,4390,0.1579,0,5,debt_consolidation,east,0
A205747,65,54485,3.3,8319,24,7650,0.1465,0,2,other,south,0
A205748,43,41636,2.6,5932,12,404,0.1473,0,0,other,central,0
A205749,43,89897,1.3,17778,60,2242,0.052,0,0,other,central,0
A205750,21,82292,1.2,12069,60,19053,0.1451,0,0,car,east,0
A205751,60,55314,4.4,6065,36,12198,0.1468,0,2,other,north,0
A205752,40,78445,0.5,7305,60,5324,0.0526,0,0,debt_consolidation,north,0
A205753,44,58222,2.5,8731,60,455,0.0339,0,2,debt_consolidation,east,0
A205754,21,35018,6.3,13298,36,4277,0.1877,0,1,home_improvement,north,0
A205755,66,55565,8.6,46850,12,1926,0.8605,0,0,debt_consolidation,north,0
A205756,33,64055,0.5,11784,36,7157,0.1172,0,1,other,east,0
A205757,42,44078,3.6,4239,36,4545,0.0836,1,4,home_improvement,central,0
A205758,68,48175,12.4,9975,12,9666,0.3074,0,3,debt_consolidation,north,0
A205759,46,38949,14.2,12086,24,4259,0.2098,0,2,home_improvement,east,0
A205760,49,93355,3.0,5512,36,74502,0.4187,0,0,home_improvement,east,0
A205761,44,58791,3.3,4076,36,23008,0.2188,0,3,debt_consolidation,north,0
A205762,41,162492,1.5,60000,12,4270,0.3824,0,2,car,central,0
A205763,30,41324,8.1,11357,36,5638,0.1598,3,0,home_improvement,central,0
A205764,52,37310,4.2,4981,12,863,0.1451,1,2,medical,central,0
A205765,40,39021,8.5,6317,24,7780,0.1806,1,1,other,south,0
A205766,57,132412,1.9,26085,12,1526,0.2028,1,0,home_improvement,south,0
A205767,35,76061,1.1,8405,48,10651,0.0976,0,1,car,east,0
A205768,32,78081,2.1,17005,12,7038,0.2629,0,1,car,north,0
A205769,35,28339,0.4,4058,12,774,0.1569,0,0,debt_consolidation,south,0
A205770,49,84040,1.0,13511,60,15129,0.1222,0,2,debt_consolidation,south,0
A205771,58,47010,1.9,12138,12,5395,0.3156,0,0,debt_consolidation,north,0
A205772,23,23706,6.7,5006,24,1348,0.134,0,0,debt_consolidation,central,1
A205773,46,88649,3.0,11260,36,3247,0.0607,0,2,car,south,0
A205774,61,85477,6.9,12354,36,5730,0.0817,1,0,other,central,0
A205775,43,43264,5.7,12998,24,6884,0.2298,0,0,education,south,0
A205776,30,40996,1.1,10712,60,4845,0.1113,1,3,medical,east,0
A205777,36,23649,1.4,9202,24,8810,0.3808,0,1,education,north,0
A205778,32,59041,12.8,19556,60,10754,0.1573,0,1,home_improvement,central,0
A205779,54,93087,3.9,3002,24,17043,0.1077,0,1,car,south,0
A205780,41,92335,3.9,11796,48,1978,0.0426,2,0,debt_consolidation,south,0
A205781,24,28856,8.8,10519,48,3434,0.1506,3,0,debt_consolidation,central,1
A205782,32,42369,5.4,19207,60,33355,0.4843,0,1,debt_consolidation,east,0
A205783,21,82121,7.1,7257,36,12112,0.1032,0,1,debt_consolidation,central,0
A205784,48,32860,7.9,7274,48,3150,0.1033,0,3,debt_consolidation,south,0
A205785,57,39139,3.9,3638,12,7936,0.1943,0,2,car,central,0
A205786,46,31687,1.3,5251,12,24022,0.5448,1,2,medical,north,1
A205787,21,35893,3.7,7690,60,20895,0.3339,0,1,home_improvement,south,0
A205788,40,240000,3.9,25352,60,3589,0.0286,0,0,education,south,0
A205789,53,57470,2.2,5054,60,16336,0.1597,0,0,home_improvement,east,0
A205790,32,95318,4.0,7120,24,13139,0.1063,0,0,car,south,0
A205791,29,17222,7.3,13763,24,5276,0.5528,0,1,education,north,0
A205792,34,69053,4.2,24680,24,5203,0.2164,0,1,education,north,0
A205793,49,56842,12.0,11710,48,1083,0.061,0,1,car,south,0
A205794,33,76655,2.0,8150,48,3671,0.0505,0,1,other,east,0
A205795,39,44493,1.8,6615,24,3707,0.116,0,5,debt_consolidation,north,0
A205796,35,24348,3.7,32821,60,1304,0.2964,1,0,car,south,0
A205797,33,37650,12.0,21959,12,5612,0.6578,0,0,medical,east,0
A205798,30,31638,7.8,6879,12,1379,0.2392,0,4,medical,central,1
A205799,33,38141,2.7,3878,12,3099,0.1423,1,1,car,central,0
A205800,46,64747,4.6,12775,60,10888,0.1235,0,0,education,east,0
A205801,42,43749,4.0,8749,24,2179,0.1249,0,1,car,central,0
A205802,32,21811,4.1,5951,12,6034,0.4112,0,4,car,central,1
A205803,61,33693,1.5,13717,24,13654,0.4062,0,4,car,east,0
A205804,40,41350,1.4,3225,24,16902,0.2434,0,0,other,north,0
A205805,45,38722,1.2,10490,24,1897,0.1599,0,1,car,south,0
A205806,41,85894,0.5,6533,60,6103,0.0507,0,1,car,north,0
A205807,39,59636,1.9,17893,36,5002,0.142,1,0,education,south,1
A205808,23,87253,1.1,14930,60,53443,0.3405,0,0,car,north,0
A205809,41,80075,14.4,8006,48,14066,0.1128,0,2,debt_consolidation,east,0
A205810,44,82773,3.3,14677,48,879,0.0496,0,0,education,south,0
A205811,21,36387,0.9,3337,24,16570,0.2735,0,2,car,north,0
A205812,42,120100,6.1,12138,48,1498,0.0315,3,0,education,central,0
A205813,51,18505,2.6,16155,48,2739,0.2923,1,0,education,central,1
A205814,21,43265,5.9,12669,12,4159,0.3409,0,0,education,east,0
A205815,45,50696,9.8,7542,60,6500,0.0939,0,0,car,south,0
A205816,21,32429,1.5,1816,60,1471,0.0339,0,1,car,central,0
A205817,24,57165,7.7,3980,48,3467,0.0477,0,0,car,north,0
A205818,40,47115,2.1,4296,48,2518,0.0495,0,0,home_improvement,east,0
A205819,49,40332,2.6,5744,24,1501,0.0898,0,0,other,central,0
A205820,31,49555,6.0,13730,60,4111,0.0969,0,0,home_improvement,east,0
A205821,41,117694,2.3,9331,60,3750,0.0318,3,0,debt_consolidation,south,0
A205822,32,51297,1.4,21636,12,4330,0.464,3,0,home_improvement,north,1
A205823,32,51207,10.0,5944,36,16433,0.1991,0,2,debt_consolidation,south,1
A205824,25,25873,7.4,2065,60,7010,0.1514,0,0,debt_consolidation,north,0
A205825,24,45325,2.1,13215,24,6426,0.2167,0,0,car,south,0
A205826,44,35943,8.8,6531,12,1092,0.1969,0,3,education,central,0
A205827,62,101496,5.9,21634,60,6180,0.0731,0,0,car,south,0
A205828,43,65120,13.8,10972,24,4268,0.117,1,1,debt_consolidation,central,0
A205829,38,47770,6.8,6166,48,7532,0.1111,0,2,debt_consolidation,north,0
A205830,57,35423,4.2,13171,60,4354,0.1358,0,1,car,east,0
A205831,30,52206,4.5,8824,12,2216,0.1902,0,1,car,north,0
A205832,53,150559,3.4,6534,12,15768,0.0958,2,2,debt_consolidation,east,0
A205833,46,75212,0.6,10054,36,970,0.051,0,2,education,south,0
A205834,32,70084,5.4,19084,36,1995,0.105,0,0,debt_consolidation,north,0
A205835,45,37208,3.9,4782,60,2445,0.0586,0,1,education,north,0
A205836,21,37747,7.7,6161,60,53328,0.739,0,0,other,north,0
A205837,53,128706,1.0,7567,36,24256,0.1138,0,0,car,south,0
A205838,22,64569,2.5,8995,48,10651,0.1173,0,3,medical,north,0
A205839,24,28404,8.8,9976,12,4021,0.422,0,0,debt_consolidation,north,0
A205840,23,86987,2.9,8462,48,12580,0.0966,0,0,education,south,0
A205841,42,84859,12.0,13864,12,9679,0.2204,1,2,debt_consolidation,central,0
A205842,32,62979,10.8,14744,48,1488,0.0703,2,2,debt_consolidation,south,0
A205843,39,23099,2.2,4305,24,15634,0.4316,0,3,home_improvement,central,0
A205844,21,68471,2.8,5872,36,11547,0.1129,0,0,debt_consolidation,east,1
A205845,32,106796,9.9,13412,12,4992,0.149,0,2,debt_consolidation,south,0
A205846,28,32614,10.5,5576,60,1098,0.051,0,0,debt_consolidation,south,0
A205847,36,24683,2.6,7079,12,47288,1.2,0,1,medical,north,1
A205848,40,32127,6.2,5491,60,13994,0.252,0,1,car,east,0
A205849,27,85936,3.2,28634,24,17843,0.2704,0,0,education,south,0
A205850,40,17749,2.0,21972,12,25354,1.2,0,0,home_improvement,north,0
A205851,34,90445,4.0,6960,48,2394,0.0325,0,0,home_improvement,central,0
A205852,28,61174,2.9,1513,12,829,0.0315,0,0,home_improvement,east,0
A205853,35,152548,1.9,4157,60,25317,0.0884,1,0,other,central,0
A205854,31,23324,2.6,7476,48,5831,0.2051,0,2,debt_consolidation,east,0
A205855,34,69286,3.0,16543,60,64550,0.5136,0,1,education,south,0
A205856,35,59357,1.7,19995,12,1260,0.3475,0,2,other,north,0
A205857,34,71677,7.6,24020,36,3685,0.1374,0,3,medical,central,0
A205858,37,27305,6.9,5596,12,10651,0.4,0,1,car,central,0
A205859,45,41298,2.1,4342,60,11772,0.1636,0,1,medical,central,0
A205860,36,89858,2.7,22279,48,13481,0.137,2,5,car,central,0
A205861,35,103338,2.7,13049,12,2128,0.1366,0,0,debt_consolidation,north,0
A205862,34,81187,2.9,5701,12,3708,0.0931,0,5,car,east,0
A205863,27,63966,19.1,7345,12,8361,0.1802,0,0,debt_consolidation,north,0
A205864,46,33684,9.5,7930,60,3111,0.0933,2,2,debt_consolidation,south,0
A205865,34,118320,6.2,12447,36,1296,0.0405,0,0,car,south,0
A205866,38,41760,5.0,3056,36,3577,0.0672,1,1,car,central,0
A205867,53,22410,6.1,21764,60,28604,0.8324,0,1,car,south,0
A205868,34,14847,6.3,5602,36,4489,0.2769,0,3,other,east,0
A205869,27,81503,2.6,18744,48,24944,0.2105,1,1,other,central,0
A205870,43,30230,6.8,9912,24,4401,0.2367,0,5,other,north,1
A205871,30,45017,7.8,16570,60,4208,0.1204,0,0,debt_consolidation,central,0
A205872,37,40972,0.8,4244,24,73911,0.9538,0,4,car,central,1
A205873,39,80292,3.5,4053,48,1583,0.0225,0,1,car,central,0
A205874,23,97100,4.0,19178,36,18089,0.159,1,4,home_improvement,south,1
A205875,47,36548,2.5,16552,60,14116,0.2837,0,2,other,south,0
A205876,23,47016,3.1,9287,24,4497,0.1466,1,0,car,south,0
A205877,44,31775,2.0,7130,24,5383,0.1969,0,1,car,east,0
A205878,38,55609,0.9,9463,60,2655,0.0579,2,2,debt_consolidation,north,0
A205879,52,44145,4.5,6694,36,10463,0.1691,0,3,car,south,0
A205880,43,58121,2.7,12750,24,3177,0.137,0,3,car,south,0
A205881,35,171836,2.6,6377,36,11105,0.0447,0,0,debt_consolidation,north,0
A205882,21,126553,2.6,10292,36,2759,0.038,0,4,home_improvement,central,0
A205883,36,33656,4.5,5112,36,5931,0.1387,0,1,other,north,0
A205884,39,70654,6.3,14853,36,8034,0.1269,0,2,home_improvement,south,1
A205885,51,64309,5.6,6003,12,4659,0.1296,0,2,car,central,0
A205886,47,35673,1.9,16425,36,999,0.1675,1,0,car,east,0
A205887,47,91317,4.1,16941,12,5009,0.2129,0,0,home_improvement,south,0
A205888,37,31350,6.8,7176,24,10208,0.2773,1,1,medical,north,0
A205889,49,95416,11.8,9426,24,2269,0.0613,0,3,medical,south,0
A205890,48,48328,1.5,23336,36,5703,0.22,0,0,education,south,0
A205891,24,48758,2.1,14012,60,2482,0.0829,0,1,home_improvement,north,0
A205892,27,64954,2.5,14786,48,2852,0.0789,0,1,home_improvement,north,0
A205893,36,50707,4.3,5279,12,19572,0.2971,0,3,debt_consolidation,north,0
A205894,21,75708,6.9,6965,36,13086,0.1171,0,2,debt_consolidation,east,0
A205895,54,75214,4.7,6880,24,4271,0.0741,0,0,debt_consolidation,north,0
A205896,41,50897,1.6,11671,24,4211,0.156,0,0,home_improvement,north,0
A205897,49,103794,5.4,24452,60,3361,0.0633,0,2,debt_consolidation,south,0
A205898,23,78997,2.0,22758,48,2452,0.0875,0,0,debt_consolidation,north,0
A205899,45,53157,0.6,2587,12,2244,0.0698,0,0,home_improvement,south,0
A205900,41,79889,0.9,39917,24,3503,0.2718,0,5,debt_consolidation,central,0
A205901,25,65805,0.2,7950,24,16475,0.1856,0,0,home_improvement,central,0
A205902,44,36073,6.5,9696,12,1932,0.2956,0,1,medical,central,0
A205903,50,100192,9.2,4543,36,8102,0.0555,0,2,home_improvement,east,0
A205904,24,31801,2.4,4572,24,8114,0.1995,1,2,debt_consolidation,south,0
A205905,46,54896,4.2,12970,36,11840,0.1866,0,0,education,east,0
A205906,46,57240,5.8,11620,48,5590,0.0996,0,2,debt_consolidation,east,0
A205907,28,48483,1.7,20730,24,23798,0.4592,0,0,debt_consolidation,central,0
A205908,41,19366,4.0,5764,12,11053,0.583,0,4,home_improvement,north,0
A205909,52,47133,14.3,6853,24,1927,0.0931,0,1,debt_consolidation,east,0
A205910,39,62158,4.0,30182,12,62976,0.9921,0,1,home_improvement,central,0
A205911,31,61498,6.7,12999,36,8020,0.1357,0,0,home_improvement,east,0
A205912,45,99909,0.3,11384,36,5265,0.0643,0,0,education,south,0
A205913,33,59618,0.6,4511,60,16085,0.15,0,0,other,north,1
A205914,30,112273,4.9,6860,36,668,0.0233,0,0,home_improvement,north,0
A205915,22,59793,4.0,13191,48,3523,0.0846,0,3,medical,south,0
A205916,27,70254,10.2,10882,24,14051,0.1774,0,0,home_improvement,east,0
A205917,28,34976,2.7,4049,12,56298,0.9206,0,0,car,east,0
A205918,34,37310,2.9,7289,48,6178,0.1316,0,3,car,central,0
A205919,64,57482,2.5,12399,48,2188,0.073,0,0,other,north,1
A205920,40,100124,4.4,9623,12,6819,0.1302,0,1,debt_consolidation,central,0
A205921,41,55649,6.7,12615,60,625,0.051,0,5,home_improvement,north,0
A205922,48,61222,1.9,1903,24,2829,0.0386,0,2,debt_consolidation,south,0
A205923,26,34911,0.7,8105,24,4515,0.1807,1,3,home_improvement,south,0
A205924,31,55987,1.4,2807,60,667,0.016,1,1,education,south,0
A205925,52,22182,7.4,9806,36,1593,0.1833,1,1,home_improvement,east,1
A205926,44,58943,2.7,7685,12,3750,0.1622,0,1,other,north,0
A205927,41,32594,2.6,13614,60,10225,0.2404,0,0,debt_consolidation,south,0
A205928,60,34306,1.2,10901,60,6182,0.1537,0,3,debt_consolidation,central,1
A205929,24,33770,11.1,23122,24,1267,0.3611,1,0,other,north,0
A205930,31,49340,1.2,5429,60,8122,0.1043,0,2,debt_consolidation,central,0
A205931,24,70621,12.8,2913,60,2025,0.0226,2,1,car,east,0
A205932,21,49496,8.0,10860,48,3312,0.0883,0,0,home_improvement,east,0
A205933,32,36828,1.2,8992,24,2493,0.1559,0,5,car,east,0
A205934,23,34862,1.8,13364,36,3865,0.1832,3,1,home_improvement,north,1
A205935,47,52824,6.8,8360,24,6351,0.1392,0,4,home_improvement,north,0
