settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S014432,2026-05-13,P013647,capture,21920,666,21254,USD,
S014437,2026-05-13,P015572,capture,13813,431,13382,USD,
S014443,2026-05-13,P007140,capture,2545,104,2441,USD,
S014446,2026-05-13,P018758,capture,3755,139,3616,USD,
S014447,2026-05-13,P019150,capture,333,39,294,EUR,converted at 1.0961
S014452,2026-05-13,P005810,capture,3132,121,3011,USD,
S014457,2026-05-13,P006592,capture,2107,91,2016,USD,
S014459,2026-05-13,P001460,capture,6601,221,6380,USD,
S014466,2026-05-13,P011248,refund,-6603,0,-6603,USD,
S014467,2026-05-13,P018829,capture,6631,222,6409,USD,
S014476,2026-05-13,P008559,capture,11795,372,11423,USD,
S014477,2026-05-13,P000096,capture,10861,345,10516,USD,
S014478,2026-05-13,P012820,capture,1997,87,1910,EUR,converted at 1.0961
S014480,2026-05-13,P019874,capture,17271,531,16740,USD,
S014482,2026-05-13,P011326,capture,2974,116,2858,USD,
S014484,2026-05-13,P019748,capture,1647,78,1569,USD,
S014487,2026-05-13,P003348,capture,1138,63,1075,USD,
S014488,2026-05-13,P018078,capture,5950,203,5747,USD,
S014494,2026-05-13,P016319,capture,6660,223,6437,USD,
S014495,2026-05-13,P005797,capture,3103,120,2983,USD,
S014496,2026-05-13,P010214,capture,10951,348,10603,USD,
S014505,2026-05-13,P003849,capture,899,56,843,USD,
S014506,2026-05-13,P018073,capture,8088,265,7823,USD,
S014513,2026-05-13,P003994,capture,9522,306,9216,USD,
S014514,2026-05-13,P000924,capture,5650,194,5456,USD,
S014515,2026-05-13,P018721,capture,3062,119,2943,USD,
S014516,2026-05-13,P003309,capture,16924,521,16403,USD,
S014518,2026-05-13,P006132,capture,2354,98,2256,USD,
S014522,2026-05-13,P013557,capture,13281,415,12866,USD,
S014524,2026-05-13,P011908,capture,5035,176,4859,USD,
S014526,2026-05-13,P001110,capture,4522,161,4361,USD,
S014530,2026-05-13,P004747,capture,1094,62,1032,USD,
S014531,2026-05-13,P012051,capture,4874,171,4703,USD,
S014532,2026-05-13,P015823,capture,3518,132,3386,USD,
S014536,2026-05-13,P005376,capture,7427,245,7182,USD,
S014544,2026-05-13,P015749,capture,6255,211,6044,USD,
S014548,2026-05-13,P013846,capture,9777,314,9463,USD,
S014549,2026-05-13,P008998,capture,1846,84,1762,USD,
S014551,2026-05-13,P003919,capture,9517,306,9211,USD,
S014554,2026-05-13,P016102,capture,4538,162,4376,USD,
S014555,2026-05-13,P013711,capture,10823,344,10479,USD,
S014563,2026-05-13,P016224,capture,3398,129,3269,USD,
S014566,2026-05-13,P012375,capture,3527,132,3395,USD,
S014568,2026-05-13,P005895,capture,10886,346,10540,USD,
S014573,2026-05-13,P008836,capture,7603,250,7353,USD,
S014575,2026-05-13,P008500,capture,6658,223,6435,USD,
S014577,2026-05-13,P012331,capture,4329,156,4173,USD,
S014580,2026-05-13,P014276,capture,10589,337,10252,USD,
S014581,2026-05-13,P014961,capture,13750,429,13321,USD,
S014583,2026-05-13,P004602,capture,1173,64,1109,USD,
S014584,2026-05-13,P019493,capture,6228,211,6017,USD,
S014588,2026-05-13,P019810,capture,10745,342,10403,USD,
S014589,2026-05-13,P019944,capture,8083,264,7819,USD,
S014595,2026-05-13,P016211,capture,7423,245,7178,USD,
S014598,2026-05-13,P000798,capture,4282,154,4128,USD,
S014602,2026-05-13,P014649,capture,3263,125,3138,USD,
S014603,2026-05-13,P007580,capture,6395,215,6180,USD,
S014613,2026-05-13,P005667,capture,2870,113,2757,USD,
S014614,2026-05-13,P017899,capture,2481,102,2379,USD,
S014620,2026-05-13,P015647,capture,3860,142,3718,USD,
S014623,2026-05-13,P007041,capture,3452,130,3322,USD,
S014626,2026-05-13,P015762,capture,1589,76,1513,USD,
S014628,2026-05-13,P006374,capture,18549,568,17981,USD,
S014629,2026-05-13,P019557,capture,27419,825,26594,USD,
S014630,2026-05-13,P004617,refund,-5375,0,-5375,USD,
S014634,2026-05-13,P010252,capture,3079,119,2960,USD,
S014641,2026-05-13,P001040,capture,1886,85,1801,USD,
S014643,2026-05-13,P008481,capture,3056,119,2937,USD,
S014652,2026-05-13,P003926,capture,2303,97,2206,USD,
S014657,2026-05-13,P009079,capture,5421,187,5234,USD,
S014664,2026-05-13,P019423,capture,9329,301,9028,USD,
S014665,2026-05-13,P002345,capture,1478,73,1405,USD,
S014668,2026-05-13,P007847,capture,13224,413,12811,USD,
S014669,2026-05-13,P018964,capture,56304,1663,54641,USD,
S014673,2026-05-13,P004941,capture,12243,385,11858,USD,
S014676,2026-05-13,P016066,capture,2221,94,2127,USD,
S014689,2026-05-13,P011221,capture,32798,981,31817,USD,
S014692,2026-05-13,P009489,capture,13135,411,12724,USD,
S014694,2026-05-13,P012481,capture,7814,257,7557,USD,
S014696,2026-05-13,P000662,capture,5569,192,5377,USD,
S014701,2026-05-13,P002185,capture,13929,434,13495,USD,
S014703,2026-05-13,P015334,capture,7462,246,7216,USD,
S014706,2026-05-13,P002815,capture,3577,134,3443,USD,
S014708,2026-05-13,P019067,capture,1533,74,1459,USD,
S014709,2026-05-13,P008132,capture,2556,104,2452,USD,
S014711,2026-05-13,P004667,capture,9115,294,8821,USD,
S014714,2026-05-13,P001802,capture,10322,329,9993,USD,
S014720,2026-05-13,P012259,capture,18699,572,18127,USD,
S014721,2026-05-13,P014591,capture,1371,70,1301,USD,
S014722,2026-05-13,P012428,capture,33255,994,32261,USD,
S014725,2026-05-13,P006418,capture,5540,191,5349,USD,
S014726,2026-05-13,P013596,capture,7157,238,6919,USD,
S014731,2026-05-13,P017530,capture,9690,311,9379,USD,
S014732,2026-05-13,P014091,capture,15968,493,15475,USD,
S014733,2026-05-13,P003893,capture,724,51,673,USD,
S014736,2026-05-13,P010225,capture,10412,332,10080,USD,
S014739,2026-05-13,P016962,capture,5732,196,5536,USD,
S014741,2026-05-13,P015808,capture,4693,166,4527,USD,
S014742,2026-05-13,P002039,capture,38942,1159,37783,USD,
S014744,2026-05-13,P008664,capture,2582,105,2477,USD,
S014747,2026-05-13,P001462,capture,6062,206,5856,USD,
S014750,2026-05-13,P019216,capture,18626,570,18056,USD,
S014763,2026-05-13,P013850,capture,4356,156,4200,USD,
S014771,2026-05-13,P015115,capture,5610,193,5417,USD,
S014772,2026-05-13,P012777,capture,6004,204,5800,USD,
S014773,2026-05-13,P007029,capture,25053,757,24296,USD,
S014774,2026-05-13,P013821,capture,38338,1142,37196,USD,
S014789,2026-05-13,P018299,capture,3288,125,3163,USD,
S014790,2026-05-13,P011512,capture,15131,469,14662,USD,
S014792,2026-05-13,P011527,capture,1072,61,1011,USD,
S014802,2026-05-13,P004212,capture,1334,69,1265,USD,
S014807,2026-05-13,P003368,capture,2441,141,2300,USD,
S014808,2026-05-13,P017182,capture,2402,100,2302,USD,
S014814,2026-05-13,P015138,capture,6495,218,6277,USD,
S014816,2026-05-13,P019640,capture,4682,166,4516,USD,
S014823,2026-05-13,P013379,capture,1767,81,1686,USD,
S014824,2026-05-13,P002816,capture,4742,168,4574,USD,
S014826,2026-05-13,P019878,capture,396,41,355,USD,
S014831,2026-05-13,P002232,capture,11819,373,11446,USD,
S014832,2026-05-13,P005182,capture,2819,112,2707,USD,
S014833,2026-05-13,P007477,capture,13325,416,12909,USD,
S014837,2026-05-13,P005153,capture,16002,494,15508,USD,
S014838,2026-05-13,P009440,capture,2825,112,2713,USD,
S014844,2026-05-13,P002282,capture,4394,157,4237,USD,
S014849,2026-05-13,P002311,capture,9268,299,8969,USD,
S014850,2026-05-13,P011967,capture,4907,172,4735,USD,
S014855,2026-05-13,P001766,capture,44430,1318,43112,USD,
S014857,2026-05-13,P010958,capture,870,55,815,USD,
S014861,2026-05-13,P019504,capture,6309,213,6096,USD,
S014868,2026-05-13,P001364,capture,16845,519,16326,USD,
S014870,2026-05-13,P011113,capture,5147,179,4968,USD,
S014872,2026-05-13,P007475,capture,7787,256,7531,USD,
S014873,2026-05-13,P016381,capture,6946,231,6715,USD,
S014875,2026-05-13,P009501,capture,27904,839,27065,USD,
S014879,2026-05-13,P016604,capture,1546,75,1471,USD,
S014881,2026-05-13,P010560,capture,7208,239,6969,USD,
S014883,2026-05-13,P011023,capture,3640,136,3504,USD,
S014886,2026-05-13,P006212,capture,1505,74,1431,USD,
S014887,2026-05-13,P000061,capture,15593,482,15111,USD,
S014889,2026-05-13,P005716,capture,80748,2372,78376,USD,
S014890,2026-05-13,P012609,capture,2121,92,2029,USD,
S014892,2026-05-13,P007934,capture,1025,60,965,USD,
S014895,2026-05-13,P016924,capture,12223,384,11839,USD,
S014898,2026-05-13,P003944,capture,2317,97,2220,USD,
S014903,2026-05-13,P011471,capture,2680,108,2572,USD,
S014908,2026-05-13,P013854,capture,2013,88,1925,USD,
S014911,2026-05-13,P012693,capture,1634,77,1557,USD,
S014912,2026-05-13,P010189,capture,2385,99,2286,USD,
S014928,2026-05-13,P001277,capture,3895,143,3752,USD,
S014929,2026-05-13,P001242,capture,11724,370,11354,USD,
S014935,2026-05-13,P016417,capture,14635,454,14181,USD,
S014938,2026-05-13,P002051,capture,3217,123,3094,USD,
S014939,2026-05-13,P011162,capture,2762,110,2652,USD,
S014941,2026-05-13,P018591,capture,1849,84,1765,USD,
S014950,2026-05-13,P014523,capture,1853,84,1769,USD,
S014952,2026-05-13,P005721,capture,10000,320,9680,USD,
S014956,2026-05-13,P007606,capture,7952,261,7691,USD,
S014959,2026-05-13,P008096,capture,13955,435,13520,USD,
S014960,2026-05-13,P014067,capture,5217,181,5036,USD,
S014975,2026-05-13,P002222,capture,4808,169,4639,USD,
S014977,2026-05-13,P007572,capture,1687,79,1608,USD,
S014980,2026-05-13,P016172,capture,18462,565,17897,USD,
S014987,2026-05-13,P002688,capture,26900,810,26090,USD,
S014997,2026-05-13,P018232,capture,6231,211,6020,USD,
S015001,2026-05-13,P006987,capture,775,52,723,USD,
S015004,2026-05-13,P003147,capture,9912,317,9595,USD,
S015005,2026-05-13,P019737,capture,4475,160,4315,USD,
S015012,2026-05-13,P009900,capture,8856,287,8569,USD,
S015017,2026-05-13,P009704,capture,4154,150,4004,USD,
S015022,2026-05-13,P008521,capture,11344,359,10985,USD,
S015028,2026-05-13,P001467,capture,1477,73,1404,USD,
S015030,2026-05-13,P019651,capture,1211,65,1146,USD,
S015034,2026-05-13,P019950,capture,4955,174,4781,USD,
S015035,2026-05-13,P016809,capture,3062,119,2943,USD,
S015036,2026-05-13,P002683,capture,16607,512,16095,USD,
S015038,2026-05-13,P010173,capture,36794,1097,35697,USD,
S015045,2026-05-13,P002524,capture,5422,187,5235,USD,
S015047,2026-05-13,P001900,capture,17175,528,16647,USD,
S015048,2026-05-13,P019496,capture,18210,558,17652,USD,
S015054,2026-05-13,P017300,capture,4374,157,4217,USD,
S015059,2026-05-13,P006855,capture,7721,254,7467,USD,
S015062,2026-05-13,P014481,capture,3240,124,3116,USD,
S015064,2026-05-13,P011552,capture,18904,578,18326,USD,
S015066,2026-05-13,P000372,capture,4111,149,3962,USD,
S015069,2026-05-13,P008499,capture,6498,218,6280,USD,
S015077,2026-05-13,P018725,refund,-2681,0,-2681,USD,
S015079,2026-05-13,P010891,capture,2822,112,2710,USD,
S015080,2026-05-13,P009861,capture,1718,80,1638,USD,
S015085,2026-05-13,P019791,refund,-2478,0,-2478,USD,
S015087,2026-05-13,P006215,capture,14810,459,14351,USD,
S015099,2026-05-13,P014848,capture,10041,321,9720,USD,
S015105,2026-05-13,P014744,capture,1347,69,1278,USD,
S015106,2026-05-13,P000949,refund,-4141,0,-4141,USD,
S015107,2026-05-13,P000019,capture,3922,144,3778,USD,
S015108,2026-05-13,P003310,capture,12926,405,12521,USD,
S015111,2026-05-13,P006627,capture,13057,409,12648,USD,
S015116,2026-05-13,P017395,capture,3010,117,2893,USD,
S015117,2026-05-13,P005823,capture,5467,189,5278,USD,
S015125,2026-05-13,P015566,capture,3488,131,3357,USD,
S015126,2026-05-13,P017944,capture,3146,121,3025,USD,
S015127,2026-05-13,P008405,capture,6189,209,5980,USD,
S015129,2026-05-13,P014127,capture,18384,563,17821,USD,
S015131,2026-05-13,P000203,capture,7670,252,7418,USD,
S015139,2026-05-13,P013287,capture,4899,172,4727,USD,
S015143,2026-05-13,P004849,capture,7616,251,7365,USD,
S015151,2026-05-13,P017612,capture,1456,72,1384,USD,
S015156,2026-05-13,P007011,capture,2411,100,2311,USD,
S015157,2026-05-13,P011438,capture,2714,109,2605,USD,
S015158,2026-05-13,P018349,capture,49064,1453,47611,USD,
S015159,2026-05-13,P003553,capture,27283,821,26462,USD,
S015164,2026-05-13,P005381,capture,9250,298,8952,USD,
S015165,2026-05-13,P011791,capture,27861,838,27023,USD,
S015171,2026-05-13,P003406,capture,1705,79,1626,USD,
S015172,2026-05-13,P000254,capture,5243,182,5061,USD,
S015175,2026-05-13,P008565,capture,9037,292,8745,USD,
S015179,2026-05-13,P015141,capture,15962,493,15469,USD,
S015183,2026-05-13,P004137,capture,6269,212,6057,USD,
S015185,2026-05-13,P016969,capture,8689,282,8407,USD,
S015196,2026-05-13,P017376,capture,7014,233,6781,USD,
S015197,2026-05-13,P003680,capture,3268,125,3143,USD,
S015201,2026-05-13,P010918,capture,1469,73,1396,USD,
S015202,2026-05-13,P003137,capture,6982,232,6750,USD,
S015203,2026-05-13,P011282,capture,12861,403,12458,USD,
S015205,2026-05-13,P008712,refund,-19751,0,-19751,USD,
S015209,2026-05-13,P015772,capture,5460,188,5272,USD,
S015214,2026-05-13,P018021,capture,4881,172,4709,USD,
S015215,2026-05-13,P008476,capture,9606,309,9297,USD,
S015219,2026-05-13,P008878,capture,2092,91,2001,USD,
S015223,2026-05-13,P014802,capture,8089,265,7824,USD,
S015224,2026-05-13,P015988,capture,6304,213,6091,USD,
S015231,2026-05-13,P011587,capture,5991,204,5787,USD,
S015234,2026-05-13,P007889,capture,21030,640,20390,USD,
S015240,2026-05-13,P002443,capture,17260,531,16729,USD,
S015245,2026-05-13,P000346,capture,2829,112,2717,USD,
S015246,2026-05-13,P009087,capture,4506,161,4345,USD,
S015250,2026-05-13,P003557,capture,5388,186,5202,USD,
S015257,2026-05-13,P001437,capture,9926,318,9608,USD,
S015260,2026-05-13,P002549,capture,28965,870,28095,USD,
S015261,2026-05-13,P001054,capture,5225,182,5043,USD,
S015274,2026-05-13,P007438,capture,2560,104,2456,USD,
S015275,2026-05-13,P016918,capture,7396,244,7152,USD,
S015279,2026-05-13,P018690,capture,3920,144,3776,USD,
S015283,2026-05-13,P010431,capture,6128,208,5920,USD,
S015293,2026-05-13,P015829,capture,6299,213,6086,USD,
S015294,2026-05-13,P006297,refund,-8807,0,-8807,USD,
S015297,2026-05-13,P002535,capture,5676,195,5481,USD,
S015299,2026-05-13,P001408,capture,6195,210,5985,USD,
S015309,2026-05-13,P014013,capture,8925,289,8636,USD,
S015316,2026-05-13,P003948,capture,5234,182,5052,USD,
S015319,2026-05-13,P002955,capture,4359,156,4203,USD,
S015320,2026-05-13,P010873,capture,20989,639,20350,USD,
S015321,2026-05-13,P005280,capture,23287,705,22582,USD,
S015322,2026-05-13,P001717,capture,7265,241,7024,USD,
S015323,2026-05-13,P006008,capture,3476,131,3345,USD,
S015325,2026-05-13,P001125,capture,22681,688,21993,USD,
S015326,2026-05-13,P009653,capture,7484,247,7237,USD,
S015328,2026-05-13,P018048,capture,10977,348,10629,USD,
S015329,2026-05-13,P014986,capture,2213,94,2119,USD,
S015330,2026-05-13,P009137,capture,4211,152,4059,USD,
S015332,2026-05-13,P013544,capture,18067,554,17513,USD,
S015334,2026-05-13,P015730,capture,9134,295,8839,USD,
S015335,2026-05-13,P010854,capture,15880,491,15389,USD,
S015337,2026-05-13,P010719,capture,12849,403,12446,USD,
S015338,2026-05-13,P009912,capture,4499,160,4339,USD,
S015339,2026-05-13,P006454,capture,1440,72,1368,USD,
S015340,2026-05-13,P007721,capture,6439,217,6222,USD,
S015342,2026-05-13,P006510,capture,18712,573,18139,USD,
S015343,2026-05-13,P007649,capture,4423,158,4265,USD,
S015344,2026-05-13,P009028,capture,3610,135,3475,USD,
S015346,2026-05-13,P015989,capture,20942,637,20305,USD,
S015347,2026-05-13,P016596,capture,12698,398,12300,USD,
S015348,2026-05-13,P004607,capture,1671,78,1593,USD,
S015349,2026-05-13,P009791,capture,1737,80,1657,USD,
S015352,2026-05-13,P008694,capture,18809,575,18234,USD,
S015353,2026-05-13,P016525,capture,2623,106,2517,USD,
S015354,2026-05-13,P018099,capture,7524,248,7276,USD,
S015355,2026-05-13,P015104,capture,4674,166,4508,USD,
S015357,2026-05-13,P004645,capture,8559,278,8281,USD,
S015358,2026-05-13,P011311,capture,7394,244,7150,USD,
S015359,2026-05-13,P006819,capture,926,57,869,USD,
S015360,2026-05-13,P005530,capture,16506,509,15997,USD,
S015361,2026-05-13,P011299,capture,4355,156,4199,USD,
S015362,2026-05-13,P011235,capture,2676,108,2568,USD,
S015363,2026-05-13,P001335,capture,4243,153,4090,USD,
S015369,2026-05-13,P001149,capture,1523,74,1449,USD,
S015371,2026-05-13,P017793,capture,26555,800,25755,USD,
S015373,2026-05-13,P010501,capture,4496,160,4336,USD,
S015374,2026-05-13,P017253,capture,2886,114,2772,USD,
S015376,2026-05-13,P004257,capture,6645,223,6422,USD,
S015377,2026-05-13,P001373,capture,8696,282,8414,USD,
S015378,2026-05-13,P008898,capture,3340,127,3213,USD,
S015379,2026-05-13,P001790,capture,17832,547,17285,USD,
S015380,2026-05-13,P012622,capture,5806,198,5608,USD,
S015381,2026-05-13,P003739,capture,2341,98,2243,USD,
S015382,2026-05-13,P008369,capture,7976,261,7715,USD,
S015384,2026-05-13,P003390,capture,10853,345,10508,USD,
S015385,2026-05-13,P009966,capture,481,44,437,USD,
S015386,2026-05-13,P009893,refund,-4701,0,-4701,USD,
S015387,2026-05-13,P007830,capture,3073,119,2954,USD,
S015388,2026-05-13,P002162,capture,498,44,454,USD,
S015390,2026-05-13,P010249,capture,5530,190,5340,USD,
S015391,2026-05-13,P018521,capture,5349,185,5164,USD,
S015393,2026-05-13,P014909,capture,3394,128,3266,USD,
S015394,2026-05-13,P010963,capture,4835,170,4665,USD,
S015395,2026-05-13,P010875,capture,7823,257,7566,USD,
S015396,2026-05-13,P013301,capture,7635,251,7384,USD,
S015397,2026-05-13,P004878,capture,2176,93,2083,USD,
S015398,2026-05-13,P016500,capture,4636,164,4472,USD,
S015399,2026-05-13,P005013,capture,4354,156,4198,USD,
S015400,2026-05-13,P015307,capture,3856,142,3714,USD,
S015401,2026-05-13,P001551,capture,18147,556,17591,USD,
S015404,2026-05-13,P006712,capture,2897,114,2783,USD,
S015406,2026-05-13,P007469,capture,10656,339,10317,USD,
S015408,2026-05-13,P000190,capture,4046,147,3899,USD,
S015409,2026-05-13,P012203,capture,3333,127,3206,USD,
S015410,2026-05-13,P010922,capture,3242,124,3118,USD,
S015411,2026-05-13,P002243,capture,19312,590,18722,USD,
S015412,2026-05-13,P013686,capture,2452,101,2351,USD,
S015413,2026-05-13,P007041,refund,-3452,0,-3452,USD,
S015414,2026-05-13,P015325,capture,1401,71,1330,USD,
S015415,2026-05-13,P009001,capture,32796,981,31815,USD,
S015417,2026-05-13,P008244,capture,3360,127,3233,USD,
S015420,2026-05-13,P013901,capture,3596,134,3462,USD,
S015423,2026-05-13,P012034,capture,5138,179,4959,USD,
S015424,2026-05-13,P010605,capture,3985,146,3839,USD,
S015425,2026-05-13,P016857,refund,-2976,0,-2976,USD,
S015431,2026-05-13,P015182,capture,3573,134,3439,USD,
S015432,2026-05-13,P019503,capture,6680,224,6456,USD,
S015433,2026-05-13,P019106,capture,2127,92,2035,USD,
S015434,2026-05-13,P011978,capture,10127,324,9803,USD,
S015436,2026-05-13,P015273,capture,2346,98,2248,USD,
S015437,2026-05-13,P003464,capture,9451,304,9147,USD,
S015438,2026-05-13,P000340,capture,2880,114,2766,USD,
S015439,2026-05-13,P009304,capture,11680,369,11311,USD,
S015441,2026-05-13,P013165,capture,19781,604,19177,USD,
S015443,2026-05-13,P016658,capture,2448,101,2347,USD,
S015444,2026-05-13,P019946,capture,3087,120,2967,USD,
S015445,2026-05-13,P005379,capture,7079,235,6844,USD,
S015447,2026-05-13,P007387,capture,14814,460,14354,USD,
S015448,2026-05-13,P018329,capture,2969,116,2853,USD,
S015450,2026-05-13,P004744,capture,3055,119,2936,USD,
S015451,2026-05-13,P000740,capture,2652,107,2545,USD,
S015452,2026-05-13,P010305,capture,1098,62,1036,USD,
S015453,2026-05-13,P002612,capture,1878,84,1794,USD,
S015457,2026-05-13,P019090,capture,1716,80,1636,USD,
S015458,2026-05-13,P014552,capture,558,46,512,USD,
S015459,2026-05-13,P014253,capture,2914,115,2799,USD,
S015462,2026-05-13,P002555,capture,17502,538,16964,USD,
S015463,2026-05-13,P012665,capture,10256,327,9929,USD,
S015464,2026-05-13,P017521,capture,4508,161,4347,USD,
S015465,2026-05-13,P017279,capture,10962,348,10614,USD,
S015466,2026-05-13,P014342,capture,8877,287,8590,USD,
S015467,2026-05-13,P018207,capture,6221,210,6011,USD,
S015469,2026-05-13,P007726,capture,6578,221,6357,USD,
S015470,2026-05-13,P009748,capture,3559,133,3426,USD,
S015471,2026-05-13,P011391,capture,6641,223,6418,USD,
S015472,2026-05-13,P019460,capture,3895,143,3752,USD,
S015473,2026-05-13,P009293,capture,1925,86,1839,USD,
S015474,2026-05-13,P004510,capture,7545,249,7296,USD,
S015476,2026-05-13,P006338,capture,2166,93,2073,USD,
S015477,2026-05-13,P017965,capture,6619,222,6397,USD,
S015478,2026-05-13,P017178,capture,2226,95,2131,USD,
S015479,2026-05-13,P014309,capture,1044,60,984,USD,
S015481,2026-05-13,P006573,capture,10773,342,10431,USD,
S015485,2026-05-13,P007837,capture,4237,153,4084,USD,
S015487,2026-05-13,P003614,capture,1928,86,1842,USD,
S015488,2026-05-13,P018655,capture,13654,426,13228,USD,
S015489,2026-05-13,P001299,refund,-1331,0,-1331,USD,
S015490,2026-05-13,P013004,capture,4832,170,4662,USD,
S015492,2026-05-13,P016016,capture,3099,120,2979,USD,
S015493,2026-05-13,P010411,capture,26383,795,25588,USD,
S015494,2026-05-13,P010105,capture,3052,119,2933,USD,
S015497,2026-05-13,P002895,capture,1166,64,1102,USD,
S015500,2026-05-13,P017756,refund,-2515,0,-2515,USD,
S015501,2026-05-13,P006304,capture,15997,494,15503,USD,
S015509,2026-05-13,P007518,capture,7728,254,7474,USD,
S015511,2026-05-13,P014658,refund,-4075,0,-4075,USD,
S015512,2026-05-13,P019268,capture,1804,82,1722,USD,
S015514,2026-05-13,P000666,capture,2684,108,2576,USD,
S015515,2026-05-13,P005712,refund,-22338,0,-22338,USD,
S015517,2026-05-13,P002671,capture,12420,390,12030,USD,
S015518,2026-05-13,P014417,capture,1627,77,1550,USD,
S015519,2026-05-13,P010763,capture,2868,113,2755,USD,
S015522,2026-05-13,P012916,capture,2396,99,2297,USD,
S015523,2026-05-13,P004503,capture,8677,282,8395,USD,
S015524,2026-05-13,P009586,refund,-10954,0,-10954,USD,
S015525,2026-05-13,P012102,capture,11002,349,10653,USD,
S015527,2026-05-13,P005460,capture,17990,552,17438,USD,
S015529,2026-05-13,P004741,capture,1737,80,1657,USD,
S015530,2026-05-13,P008247,capture,4556,162,4394,USD,
S015531,2026-05-13,P002966,capture,3993,146,3847,USD,
S015538,2026-05-13,P018386,capture,7831,257,7574,USD,
S015539,2026-05-13,P018069,capture,4006,146,3860,USD,
S015543,2026-05-13,P015738,capture,2994,117,2877,USD,
S015544,2026-05-13,P001162,capture,3291,125,3166,USD,
S015546,2026-05-13,P011290,capture,4821,170,4651,USD,
S015547,2026-05-13,P017915,capture,6633,222,6411,USD,
S015549,2026-05-13,P017644,capture,4903,172,4731,USD,
S015550,2026-05-13,P005026,capture,9849,316,9533,USD,
S015551,2026-05-13,P008724,capture,8798,285,8513,USD,
S015552,2026-05-13,P005154,capture,3111,120,2991,USD,
S015553,2026-05-13,P003988,capture,21759,661,21098,USD,
S015554,2026-05-13,P015399,capture,1698,79,1619,USD,
S015556,2026-05-13,P018437,capture,2391,99,2292,USD,
S015558,2026-05-13,P017080,capture,5888,201,5687,USD,
S015559,2026-05-13,P016679,capture,9270,299,8971,USD,
S015560,2026-05-13,P015316,capture,7279,241,7038,USD,
S015561,2026-05-13,P005550,capture,12324,387,11937,USD,
S015562,2026-05-13,P011563,refund,-1047,0,-1047,USD,
S015563,2026-05-13,P004308,capture,7448,246,7202,USD,
S015564,2026-05-13,P012733,capture,7316,242,7074,USD,
S015565,2026-05-13,P001248,capture,6610,222,6388,USD,
S015571,2026-05-13,P016144,refund,-2140,0,-2140,USD,
S015572,2026-05-13,P007939,capture,2441,101,2340,USD,
S015573,2026-05-13,P013624,capture,16953,522,16431,USD,
S015574,2026-05-13,P012246,capture,2865,114,2751,EUR,converted at 1.0961
S015575,2026-05-13,P013079,capture,12673,398,12275,USD,
S015577,2026-05-13,P008764,capture,1361,69,1292,USD,
S015578,2026-05-13,P018823,refund,-4419,0,-4419,USD,
S015580,2026-05-13,P009239,capture,5423,187,5236,USD,
S015583,2026-05-13,P017999,capture,10302,329,9973,USD,
S015584,2026-05-13,P018203,capture,2472,102,2370,USD,
S015585,2026-05-13,P008402,capture,3663,136,3527,USD,
S015586,2026-05-13,P002000,capture,1987,88,1899,USD,
S015587,2026-05-13,P019614,capture,7441,246,7195,USD,
S015588,2026-05-13,P010127,capture,925,57,868,USD,
S015590,2026-05-13,P007277,capture,1355,69,1286,USD,
S015593,2026-05-13,P010588,capture,17525,538,16987,USD,
S015594,2026-05-13,P017070,capture,13209,453,12756,USD,
S015597,2026-05-13,P007347,capture,6031,205,5826,USD,
S015599,2026-05-13,P008935,capture,6402,216,6186,USD,
S015602,2026-05-13,P006175,refund,-4268,0,-4268,USD,
S015603,2026-05-13,P017163,capture,19154,585,18569,USD,
S015604,2026-05-13,P015839,refund,-10597,0,-10597,USD,
S015606,2026-05-13,P015669,refund,-1495,0,-1495,USD,
S015607,2026-05-13,P000934,capture,8127,266,7861,USD,
S015608,2026-05-13,P011091,refund,-5506,0,-5506,USD,
S015609,2026-05-13,P013212,refund,-762,0,-762,USD,
S015612,2026-05-13,P000080,capture,6412,216,6196,USD,
S015613,2026-05-13,P015194,refund,-1065,0,-1065,USD,
S014167,2026-05-14,P016276,capture,7200,239,6961,USD,
S014188,2026-05-14,P017923,capture,1174,64,1110,USD,
S014194,2026-05-14,P019717,capture,1096,62,1034,USD,
S014207,2026-05-14,P017959,capture,19803,604,19199,USD,
S014218,2026-05-14,P019992,capture,13623,425,13198,USD,
S014242,2026-05-14,P014553,capture,8143,266,7877,USD,
S014273,2026-05-14,P019177,capture,6187,209,5978,USD,
S014296,2026-05-14,P014894,refund,-12186,0,-12186,USD,
S014301,2026-05-14,P003233,capture,5281,183,5098,USD,
S014307,2026-05-14,P014160,capture,2408,100,2308,USD,
S014351,2026-05-14,P001607,capture,7098,236,6862,USD,
S014356,2026-05-14,P007166,capture,15152,469,14683,USD,
S014362,2026-05-14,P009675,capture,971,58,913,USD,
S014384,2026-05-14,P003999,capture,5000,175,4825,USD,
S014401,2026-05-14,P007035,capture,5215,181,5034,USD,
S014424,2026-05-14,P002983,capture,3410,129,3281,USD,
S014430,2026-05-14,P007733,capture,8563,278,8285,USD,
S014439,2026-05-14,P010542,capture,53073,1569,51504,USD,
S014449,2026-05-14,P008581,capture,2966,91,2875,USD,
S014451,2026-05-14,P000833,capture,7242,240,7002,USD,
S014479,2026-05-14,P001199,capture,6065,206,5859,USD,
S014483,2026-05-14,P002180,capture,7834,257,7577,USD,
S014489,2026-05-14,P001454,capture,14520,451,14069,USD,
