event_id,payment_id,at,event,amount_minor,result,decline_code,latency_ms
E027388,P014418,2026-05-11T03:20:13,capture,10093,,,
E014692,P007733,2026-05-11T03:22:00,capture,8563,,,
E033155,P017453,2026-05-11T03:22:13,capture,3077,,,
E025929,P013647,2026-05-11T03:23:13,capture,21920,,,
E021193,P011145,2026-05-11T03:24:47,capture,4469,,,
E010097,P005301,2026-05-11T03:25:51,capture,10776,,,
E037317,P019656,2026-05-11T03:26:39,capture,2204,,,
E008237,P004335,2026-05-11T03:27:21,capture,8955,,,
E029587,P015572,2026-05-11T03:27:22,capture,13813,,,
E010722,P005631,2026-05-11T03:29:16,capture,4635,,,
E020047,P010542,2026-05-11T03:31:33,capture,53073,,,
E019296,P010149,2026-05-11T03:32:24,capture,3879,,,
E027958,P014714,2026-05-11T03:32:36,capture,367,,,
E009738,P005114,2026-05-11T03:32:47,capture,2188,,,
E013575,P007140,2026-05-11T03:33:34,capture,2545,,,
E020362,P010712,2026-05-11T03:34:00,capture,4400,,,
E017379,P009153,2026-05-11T03:34:14,capture,1366,,,
E035638,P018758,2026-05-11T03:34:22,capture,3755,,,
E036371,P019150,2026-05-11T03:34:22,capture,304,,,
E024877,P013090,2026-05-11T03:34:31,capture,3562,,,
E016292,P008581,2026-05-11T03:34:41,capture,2966,,,
E003725,P001950,2026-05-11T03:34:42,capture,1949,,,
E001584,P000833,2026-05-11T03:34:51,capture,7242,,,
E011063,P005810,2026-05-11T03:35:20,capture,3132,,,
E007234,P003802,2026-05-11T03:35:24,capture,3650,,,
E003018,P001583,2026-05-11T03:35:33,capture,2864,,,
E024830,P013066,2026-05-11T03:35:44,capture,2239,,,
E019436,P010223,2026-05-11T03:35:46,refund,9202,,,
E012543,P006592,2026-05-11T03:36:47,capture,2107,,,
E009603,P005043,2026-05-11T03:36:53,capture,37913,,,
E002784,P001460,2026-05-11T03:37:14,capture,6601,,,
E031270,P016456,2026-05-11T03:37:20,capture,31253,,,
E026160,P013773,2026-05-11T03:37:57,capture,3770,,,
E027738,P014604,2026-05-11T03:38:17,capture,11255,,,
E031642,P016655,2026-05-11T03:39:12,capture,9381,,,
E023687,P012464,2026-05-11T03:39:25,capture,7825,,,
E003211,P001683,2026-05-11T03:39:26,capture,8678,,,
E021393,P011248,2026-05-11T03:40:53,refund,6603,,,
E035771,P018829,2026-05-11T03:41:26,capture,6631,,,
E002512,P001317,2026-05-11T03:41:47,capture,49549,,,
E014375,P007567,2026-05-11T03:42:26,capture,3279,,,
E002025,P001058,2026-05-11T03:42:27,capture,2817,,,
E012576,P006609,2026-05-11T03:42:30,capture,1665,,,
E004394,P002305,2026-05-11T03:43:07,capture,9440,,,
E028529,P015015,2026-05-11T03:44:51,capture,15591,,,
E002208,P001156,2026-05-11T03:45:38,capture,717,,,
E021933,P011536,2026-05-11T03:46:03,capture,440,,,
E016253,P008559,2026-05-11T03:46:25,capture,11795,,,
E000178,P000096,2026-05-11T03:47:04,capture,10861,,,
E024361,P012820,2026-05-11T03:48:38,capture,1822,,,
E002289,P001199,2026-05-11T03:49:14,capture,6065,,,
E037740,P019874,2026-05-11T03:50:58,capture,17271,,,
E016656,P008772,2026-05-11T03:52:29,capture,3860,,,
E021544,P011326,2026-05-11T03:53:02,capture,2974,,,
E004160,P002180,2026-05-11T03:54:29,capture,7834,,,
E037500,P019748,2026-05-11T03:54:53,capture,1647,,,
E020553,P010813,2026-05-11T03:55:13,capture,9606,,,
E032111,P016904,2026-05-11T03:57:55,capture,7626,,,
E006385,P003348,2026-05-11T03:58:46,capture,1138,,,
E034360,P018078,2026-05-11T03:59:21,capture,5950,,,
E002773,P001454,2026-05-11T03:59:35,capture,14520,,,
E021575,P011342,2026-05-11T03:59:47,capture,1254,,,
E018393,P009679,2026-05-11T03:59:58,capture,2925,,,
E029548,P015552,2026-05-11T04:00:45,capture,6434,,,
E006645,P003487,2026-05-11T04:01:54,capture,8126,,,
E031006,P016319,2026-05-11T04:02:07,capture,6660,,,
E011037,P005797,2026-05-11T04:02:43,capture,3103,,,
E019417,P010214,2026-05-11T04:03:26,capture,10951,,,
E001660,P000873,2026-05-11T04:03:50,capture,2251,,,
E007552,P003971,2026-05-11T04:04:39,capture,44742,,,
E018492,P009729,2026-05-11T04:04:57,capture,6879,,,
E016322,P008595,2026-05-11T04:05:31,capture,3660,,,
E016384,P008628,2026-05-11T04:05:34,capture,10106,,,
E035860,P018877,2026-05-11T04:06:53,capture,7270,,,
E026307,P013849,2026-05-11T04:07:32,capture,5400,,,
E007496,P003942,2026-05-11T04:09:25,capture,5220,,,
E007321,P003849,2026-05-11T04:10:10,capture,899,,,
E034350,P018073,2026-05-11T04:10:12,capture,8088,,,
E018245,P009602,2026-05-11T04:11:31,capture,18158,,,
E012886,P006776,2026-05-11T04:11:56,capture,8030,,,
E014954,P007870,2026-05-11T04:14:47,capture,9049,,,
E014005,P007369,2026-05-11T04:14:50,capture,7857,,,
E014781,P007780,2026-05-11T04:16:04,capture,6370,,,
E016271,P008570,2026-05-11T04:17:33,capture,15388,,,
E007594,P003994,2026-05-11T04:17:49,capture,9522,,,
E001760,P000924,2026-05-11T04:18:39,capture,5650,,,
E035568,P018721,2026-05-11T04:19:46,capture,3062,,,
E006312,P003309,2026-05-11T04:20:04,capture,16924,,,
E022040,P011590,2026-05-11T04:20:26,capture,2106,,,
E011675,P006132,2026-05-11T04:22:03,capture,2354,,,
E033356,P017559,2026-05-11T04:22:56,capture,26207,,,
E017950,P009447,2026-05-11T04:22:58,capture,8307,,,
E018638,P009802,2026-05-11T04:23:12,capture,14544,,,
E025763,P013557,2026-05-11T04:24:09,capture,13281,,,
E036184,P019052,2026-05-11T04:24:40,capture,15154,,,
E022641,P011908,2026-05-11T04:24:52,capture,5035,,,
E012909,P006787,2026-05-11T04:25:14,capture,16690,,,
E002124,P001110,2026-05-11T04:25:58,capture,4522,,,
E003232,P001693,2026-05-11T04:27:46,capture,4246,,,
E014850,P007818,2026-05-11T04:28:23,capture,10945,,,
E015371,P008095,2026-05-11T04:28:50,capture,10370,,,
E009035,P004747,2026-05-11T04:28:59,capture,1094,,,
E022917,P012051,2026-05-11T04:29:24,capture,4874,,,
E030071,P015823,2026-05-11T04:31:01,capture,3518,,,
E035162,P018501,2026-05-11T04:31:12,capture,9671,,,
E009690,P005087,2026-05-11T04:31:46,capture,9973,,,
E035212,P018527,2026-05-11T04:35:37,capture,6750,,,
E010235,P005376,2026-05-11T04:36:02,capture,7427,,,
E031924,P016805,2026-05-11T04:36:35,capture,713,,,
E019752,P010389,2026-05-11T04:37:28,capture,1948,,,
E003388,P001773,2026-05-11T04:38:03,capture,2258,,,
E023592,P012413,2026-05-11T04:38:21,capture,5396,,,
E012135,P006377,2026-05-11T04:38:38,capture,1009,,,
E004715,P002477,2026-05-11T04:38:49,capture,4976,,,
E030957,P016292,2026-05-11T04:39:37,capture,7889,,,
E029928,P015749,2026-05-11T04:40:08,capture,6255,,,
E037956,P019985,2026-05-11T04:40:54,capture,20429,,,
E035702,P018791,2026-05-11T04:42:40,capture,10041,,,
E011256,P005911,2026-05-11T04:44:36,capture,68260,,,
E026301,P013846,2026-05-11T04:44:55,capture,9777,,,
E017085,P008998,2026-05-11T04:45:10,capture,1846,,,
E024231,P012751,2026-05-11T04:45:50,capture,8193,,,
E007453,P003919,2026-05-11T04:46:32,capture,9517,,,
E014383,P007571,2026-05-11T04:47:18,capture,5224,,,
E020714,P010895,2026-05-11T04:47:23,capture,5123,,,
E030600,P016102,2026-05-11T04:49:49,capture,4538,,,
E026046,P013711,2026-05-11T04:50:24,capture,10823,,,
E007083,P003719,2026-05-11T04:53:12,capture,7205,,,
E013671,P007190,2026-05-11T04:53:54,capture,8242,,,
E033470,P017617,2026-05-11T04:54:26,capture,5734,,,
E021633,P011372,2026-05-11T04:55:46,capture,1090,,,
E033769,P017772,2026-05-11T04:56:09,capture,31808,,,
E022142,P011645,2026-05-11T04:56:41,capture,4229,,,
E020939,P011011,2026-05-11T04:56:48,capture,16626,,,
E030828,P016224,2026-05-11T04:59:47,capture,3398,,,
E022192,P011671,2026-05-11T05:01:28,capture,4191,,,
E027685,P014576,2026-05-11T05:01:34,capture,1877,,,
E023522,P012375,2026-05-11T05:01:37,capture,3527,,,
E032903,P017320,2026-05-11T05:02:09,capture,3314,,,
E011230,P005895,2026-05-11T05:02:13,capture,10886,,,
E001670,P000878,2026-05-11T05:02:22,capture,4617,,,
E027628,P014545,2026-05-11T05:02:37,capture,2914,,,
E024580,P012932,2026-05-11T05:02:47,capture,31476,,,
E011818,P006210,2026-05-11T05:03:20,capture,6406,,,
E016773,P008836,2026-05-11T05:04:56,capture,7603,,,
E027371,P014409,2026-05-11T05:06:17,capture,4659,,,
E016139,P008500,2026-05-11T05:07:17,capture,6658,,,
E006282,P003293,2026-05-11T05:07:25,capture,15222,,,
E023444,P012331,2026-05-11T05:08:37,capture,4329,,,
E034835,P018328,2026-05-11T05:11:31,capture,39344,,,
E031284,P016463,2026-05-11T05:11:51,capture,10005,,,
E027111,P014276,2026-05-11T05:12:09,capture,10589,,,
E028426,P014961,2026-05-11T05:12:16,capture,13750,,,
E002414,P001266,2026-05-11T05:13:39,capture,6709,,,
E008751,P004602,2026-05-11T05:16:01,capture,1173,,,
E037007,P019493,2026-05-11T05:17:20,capture,6228,,,
E037070,P019528,2026-05-11T05:17:23,capture,9633,,,
E008959,P004709,2026-05-11T05:17:55,capture,806,,,
E002985,P001565,2026-05-11T05:18:07,capture,3205,,,
E037620,P019810,2026-05-11T05:19:12,capture,10745,,,
E037877,P019944,2026-05-11T05:20:12,capture,8083,,,
E002831,P001485,2026-05-11T05:20:58,capture,1668,,,
E035950,P018926,2026-05-11T05:22:15,capture,4075,,,
E033128,P017438,2026-05-11T05:22:37,capture,4578,,,
E003423,P001791,2026-05-11T05:24:42,capture,10513,,,
E001237,P000654,2026-05-11T05:25:58,capture,4261,,,
E030804,P016211,2026-05-11T05:27:04,capture,7423,,,
E000832,P000438,2026-05-11T05:27:10,capture,854,,,
E023402,P012309,2026-05-11T05:28:33,capture,943,,,
E001519,P000798,2026-05-11T05:28:53,capture,4282,,,
E000302,P000161,2026-05-11T05:29:45,capture,26074,,,
E011043,P005800,2026-05-11T05:29:58,capture,5755,,,
E023533,P012381,2026-05-11T05:30:20,capture,15512,,,
E027827,P014649,2026-05-11T05:30:21,capture,3263,,,
E014401,P007580,2026-05-11T05:30:41,capture,6395,,,
E015900,P008374,2026-05-11T05:31:16,capture,5642,,,
E001579,P000830,2026-05-11T05:32:44,capture,21626,,,
E026180,P013784,2026-05-11T05:33:43,capture,2771,,,
E013217,P006952,2026-05-11T05:34:10,capture,6195,,,
E023794,P012522,2026-05-11T05:37:32,capture,6800,,,
E007363,P003872,2026-05-11T05:38:06,capture,871,,,
E014095,P007415,2026-05-11T05:38:07,capture,4541,,,
E015145,P007972,2026-05-11T05:38:16,capture,8706,,,
E021782,P011452,2026-05-11T05:38:25,capture,21753,,,
E010793,P005667,2026-05-11T05:40:31,capture,2870,,,
E034013,P017899,2026-05-11T05:42:01,capture,2481,,,
E011253,P005909,2026-05-11T05:42:30,capture,20745,,,
E010591,P005561,2026-05-11T05:43:11,capture,4098,,,
E030873,P016248,2026-05-11T05:44:02,capture,2534,,,
E029209,P015372,2026-05-11T05:44:43,capture,2434,,,
E033989,P017887,2026-05-11T05:44:50,capture,2747,,,
E029732,P015647,2026-05-11T05:45:02,capture,3860,,,
E015466,P008145,2026-05-11T05:45:20,capture,2648,,,
E037394,P019694,2026-05-11T05:45:37,capture,616,,,
E013381,P007041,2026-05-11T05:45:50,capture,3452,,,
E005224,P002743,2026-05-11T05:47:17,capture,4303,,,
E004186,P002195,2026-05-11T05:49:14,capture,4447,,,
E029953,P015762,2026-05-11T05:52:36,capture,1589,,,
E016496,P008687,2026-05-11T05:53:04,capture,2251,,,
E012129,P006374,2026-05-11T05:53:26,capture,18549,,,
E037128,P019557,2026-05-11T05:53:56,capture,27419,,,
E008783,P004617,2026-05-11T05:55:01,refund,5375,,,
E028967,P015242,2026-05-11T05:55:44,capture,19744,,,
E024967,P013140,2026-05-11T05:55:47,capture,19423,,,
E023914,P012587,2026-05-11T05:56:06,capture,2862,,,
E019493,P010252,2026-05-11T05:57:34,capture,3079,,,
E002795,P001466,2026-05-11T05:59:20,capture,6610,,,
E026215,P013802,2026-05-11T06:00:26,capture,1040,,,
E034850,P018335,2026-05-11T06:01:14,capture,1804,,,
E010732,P005636,2026-05-11T06:01:44,capture,2764,,,
E021301,P011200,2026-05-11T06:04:01,capture,3447,,,
E031422,P016535,2026-05-11T06:04:58,capture,1660,,,
E001991,P001040,2026-05-11T06:05:10,capture,1886,,,
E028428,P014962,2026-05-11T06:05:13,capture,4324,,,
E016102,P008481,2026-05-11T06:06:23,capture,3056,,,
E004570,P002399,2026-05-11T06:09:30,capture,1105,,,
E005201,P002731,2026-05-11T06:11:16,capture,6915,,,
E037383,P019689,2026-05-11T06:12:04,capture,14837,,,
E036218,P019069,2026-05-11T06:15:54,capture,29703,,,
E030877,P016250,2026-05-11T06:16:47,capture,6074,,,
E010390,P005457,2026-05-11T06:17:04,capture,1027,,,
E000305,P000162,2026-05-11T06:17:33,capture,1560,,,
E007658,P004028,2026-05-11T06:17:47,capture,3717,,,
E007467,P003926,2026-05-11T06:18:25,capture,2303,,,
E000848,P000446,2026-05-11T06:21:55,capture,26916,,,
E034602,P018204,2026-05-11T06:22:05,capture,13826,,,
E007962,P004194,2026-05-11T06:23:00,capture,3074,,,
E010517,P005523,2026-05-11T06:23:16,capture,3540,,,
E017241,P009079,2026-05-11T06:24:26,capture,5421,,,
E005252,P002757,2026-05-11T06:25:45,capture,9414,,,
E004729,P002484,2026-05-11T06:26:34,capture,20262,,,
E001296,P000685,2026-05-11T06:27:53,capture,4647,,,
E016995,P008953,2026-05-11T06:28:02,capture,5820,,,
E015299,P008057,2026-05-11T06:28:41,capture,2675,,,
E035824,P018857,2026-05-11T06:28:58,capture,23627,,,
E036878,P019423,2026-05-11T06:30:14,capture,9329,,,
E004467,P002345,2026-05-11T06:31:59,capture,1478,,,
E008349,P004393,2026-05-11T06:33:14,capture,1816,,,
E022253,P011704,2026-05-11T06:33:26,capture,2179,,,
E014908,P007847,2026-05-11T06:34:53,capture,13224,,,
E036024,P018964,2026-05-11T06:35:30,capture,56304,,,
E003060,P001604,2026-05-11T06:35:58,capture,7962,,,
E023650,P012444,2026-05-11T06:36:36,capture,5377,,,
E009685,P005085,2026-05-11T06:38:47,capture,2618,,,
E009415,P004941,2026-05-11T06:39:59,capture,12243,,,
E022782,P011983,2026-05-11T06:42:32,capture,1368,,,
E000684,P000360,2026-05-11T06:42:42,capture,4912,,,
E030536,P016066,2026-05-11T06:43:16,capture,2221,,,
E009175,P004819,2026-05-11T06:43:31,expire,2746,,,
E003589,P001880,2026-05-11T06:44:41,capture,2890,,,
E016769,P008834,2026-05-11T06:45:19,capture,10136,,,
E024024,P012643,2026-05-11T06:47:36,capture,11739,,,
E011587,P006086,2026-05-11T06:49:26,capture,14207,,,
E028290,P014889,2026-05-11T06:50:49,capture,12175,,,
E036196,P019058,2026-05-11T06:50:55,capture,8891,,,
E021763,P011442,2026-05-11T06:52:26,capture,2466,,,
E027509,P014482,2026-05-11T06:54:20,capture,6543,,,
E006866,P003605,2026-05-11T06:54:50,capture,2027,,,
E032023,P016857,2026-05-11T06:57:36,capture,2976,,,
E024357,P012818,2026-05-11T06:57:48,capture,3045,,,
E027692,P014580,2026-05-11T06:57:49,capture,917,,,
E021340,P011221,2026-05-11T06:58:07,capture,32798,,,
E009045,P004752,2026-05-11T06:58:48,capture,3614,,,
E029862,P015715,2026-05-11T07:00:26,capture,3804,,,
E018028,P009489,2026-05-11T07:03:04,capture,13135,,,
E012974,P006822,2026-05-11T07:03:37,capture,7788,,,
E006436,P003375,2026-05-11T07:05:39,expire,1744,,,
E023719,P012481,2026-05-11T07:06:08,capture,7814,,,
E005466,P002871,2026-05-11T07:06:36,capture,5574,,,
E031088,P016362,2026-05-11T07:07:42,expire,6622,,,
E001253,P000662,2026-05-11T07:08:01,capture,5569,,,
E009665,P005075,2026-05-11T07:08:11,capture,11266,,,
E011377,P005979,2026-05-11T07:09:24,capture,38905,,,
E019872,P010451,2026-05-11T07:13:34,capture,4345,,,
E023753,P012499,2026-05-11T07:14:02,capture,4275,,,
E004169,P002185,2026-05-11T07:16:45,capture,13929,,,
E022101,P011623,2026-05-11T07:16:45,capture,2428,,,
E029139,P015334,2026-05-11T07:16:59,capture,7462,,,
E035978,P018941,2026-05-11T07:20:04,capture,2149,,,
E026591,P014002,2026-05-11T07:20:51,capture,1404,,,
E005361,P002815,2026-05-11T07:20:59,capture,3577,,,
E020312,P010685,2026-05-11T07:21:48,capture,5916,,,
E036214,P019067,2026-05-11T07:21:49,capture,1533,,,
E015443,P008132,2026-05-11T07:21:52,capture,2556,,,
E027723,P014596,2026-05-11T07:22:00,capture,16203,,,
E008879,P004667,2026-05-11T07:22:28,capture,9115,,,
E030834,P016227,2026-05-11T07:24:09,capture,3582,,,
E035316,P018582,2026-05-11T07:30:44,expire,1298,,,
E027085,P014263,2026-05-11T07:30:51,capture,9545,,,
E003444,P001802,2026-05-11T07:31:13,capture,10322,,,
E016666,P008777,2026-05-11T07:32:09,capture,2244,,,
E007158,P003761,2026-05-11T07:33:21,capture,36203,,,
E035197,P018518,2026-05-11T07:33:24,capture,9623,,,
E028936,P015226,2026-05-11T07:33:58,capture,5498,,,
E007081,P003718,2026-05-11T07:35:46,capture,20806,,,
E021887,P011510,2026-05-11T07:36:45,expire,4910,,,
E037209,P019599,2026-05-11T07:37:47,expire,5323,,,
E023309,P012259,2026-05-11T07:38:06,capture,18699,,,
E027714,P014591,2026-05-11T07:38:32,capture,1371,,,
E023620,P012428,2026-05-11T07:38:38,capture,33255,,,
E008560,P004506,2026-05-11T07:41:14,capture,27090,,,
E007796,P004104,2026-05-11T07:42:40,capture,5383,,,
E012216,P006418,2026-05-11T07:43:09,capture,5540,,,
E025836,P013596,2026-05-11T07:44:39,capture,7157,,,
E002426,P001272,2026-05-11T07:48:29,capture,2951,,,
E031981,P016834,2026-05-11T07:48:34,capture,3114,,,
E030451,P016021,2026-05-11T07:50:00,capture,1405,,,
E016662,P008775,2026-05-11T07:51:34,capture,8044,,,
E033302,P017530,2026-05-11T07:53:28,capture,9690,,,
E026765,P014091,2026-05-11T07:54:07,capture,15968,,,
E007406,P003893,2026-05-11T07:55:17,capture,724,,,
E002723,P001427,2026-05-11T07:57:08,capture,493,,,
E008279,P004357,2026-05-11T07:59:16,expire,2884,,,
E014844,P007815,2026-05-11T08:00:31,capture,66476,,,
E019440,P010225,2026-05-11T08:01:18,capture,10412,,,
E026783,P014101,2026-05-11T08:01:22,capture,8016,,,
E000772,P000406,2026-05-11T08:01:29,capture,9599,,,
E032220,P016962,2026-05-11T08:05:31,capture,5732,,,
E018267,P009613,2026-05-11T08:06:07,capture,38180,,,
E030042,P015808,2026-05-11T08:07:38,capture,4693,,,
E003751,P001963,2026-05-11T08:09:40,expire,30283,,,
E003896,P002039,2026-05-11T08:11:58,capture,38942,,,
E010278,P005398,2026-05-11T08:13:16,capture,7987,,,
E016453,P008664,2026-05-11T08:14:02,capture,2582,,,
E027494,P014473,2026-05-11T08:14:11,capture,1584,,,
E028841,P015177,2026-05-11T08:14:54,capture,2261,,,
E017615,P009273,2026-05-11T08:14:57,expire,3769,,,
E002788,P001462,2026-05-11T08:15:28,capture,6062,,,
E001321,P000698,2026-05-11T08:17:41,capture,973,,,
E029457,P015503,2026-05-11T08:18:16,capture,5737,,,
E036490,P019216,2026-05-11T08:20:04,capture,18626,,,
E003162,P001658,2026-05-11T08:22:12,expire,3097,,,
E032500,P017107,2026-05-11T08:22:22,capture,13539,,,
E029081,P015305,2026-05-11T08:24:27,expire,1890,,,
E024245,P012758,2026-05-11T08:27:08,capture,5695,,,
E029050,P015287,2026-05-11T08:27:10,capture,14151,,,
E029827,P015696,2026-05-11T08:27:21,expire,4183,,,
E004382,P002299,2026-05-11T08:29:58,capture,14165,,,
E019024,P010008,2026-05-11T08:30:06,capture,10459,,,
E000247,P000133,2026-05-11T08:31:17,capture,2451,,,
E020310,P010684,2026-05-11T08:31:27,capture,7526,,,
E011724,P006158,2026-05-11T08:32:36,capture,19521,,,
E022388,P011776,2026-05-11T08:32:57,capture,10102,,,
E021459,P011284,2026-05-11T08:34:22,capture,29789,,,
E016586,P008734,2026-05-11T08:35:37,expire,11417,,,
E027089,P014265,2026-05-11T08:35:57,capture,41966,,,
E008055,P004244,2026-05-11T08:38:12,capture,3524,,,
E000889,P000469,2026-05-11T08:38:58,expire,18954,,,
E029873,P015721,2026-05-11T08:41:10,expire,4239,,,
E026309,P013850,2026-05-11T08:42:07,capture,4356,,,
E025229,P013275,2026-05-11T08:43:01,capture,2449,,,
E023233,P012220,2026-05-11T08:46:39,capture,37922,,,
E029662,P015610,2026-05-11T08:47:31,capture,12971,,,
E027813,P014642,2026-05-11T08:50:04,capture,45859,,,
E018561,P009763,2026-05-11T08:50:37,capture,2483,,,
E036394,P019163,2026-05-11T08:50:39,capture,15671,,,
E033596,P017682,2026-05-11T08:51:20,capture,1199,,,
E028720,P015115,2026-05-11T08:51:41,capture,5610,,,
E024281,P012777,2026-05-11T08:54:03,capture,6004,,,
E013358,P007029,2026-05-11T08:54:24,capture,25053,,,
E026252,P013821,2026-05-11T08:55:03,capture,38338,,,
E013638,P007171,2026-05-11T08:58:46,capture,836,,,
E006381,P003346,2026-05-11T08:59:54,capture,12901,,,
E033007,P017374,2026-05-11T09:00:39,capture,12960,,,
E007075,P003715,2026-05-11T09:03:37,capture,5734,,,
E000012,P000007,2026-05-11T09:05:09,capture,3044,,,
E017093,P009002,2026-05-11T09:05:50,capture,8235,,,
E034085,P017937,2026-05-11T09:07:12,capture,1937,,,
E032714,P017222,2026-05-11T09:09:22,capture,7703,,,
E009047,P004753,2026-05-11T09:10:41,capture,1483,,,
E019089,P010041,2026-05-11T09:10:55,refund,8535,,,
E002858,P001499,2026-05-11T09:11:11,capture,3108,,,
E006705,P003518,2026-05-11T09:11:27,capture,5769,,,
E007489,P003938,2026-05-11T09:11:58,capture,23119,,,
E026578,P013995,2026-05-11T09:12:26,capture,5933,,,
E034781,P018299,2026-05-11T09:14:37,capture,3288,,,
E021891,P011512,2026-05-11T09:15:28,capture,15131,,,
E014861,P007823,2026-05-11T09:16:01,capture,2583,,,
E021918,P011527,2026-05-11T09:17:24,capture,1072,,,
E008731,P004592,2026-05-11T09:17:40,expire,18856,,,
E027091,P014266,2026-05-11T09:18:11,capture,2997,,,
E029249,P015392,2026-05-11T09:22:40,capture,16934,,,
E029415,P015479,2026-05-11T09:25:01,capture,5131,,,
E002799,P001468,2026-05-11T09:25:39,expire,7444,,,
E008563,P004507,2026-05-11T09:29:31,capture,1774,,,
E015430,P008125,2026-05-11T09:30:48,capture,8913,,,
E004611,P002421,2026-05-11T09:30:52,capture,4410,,,
E022997,P012092,2026-05-11T09:34:30,capture,24987,,,
E013016,P006844,2026-05-11T09:34:31,capture,3702,,,
E012482,P006558,2026-05-11T09:34:44,capture,2885,,,
E007997,P004212,2026-05-11T09:35:01,capture,1334,,,
E027007,P014222,2026-05-11T09:35:27,capture,5577,,,
E023256,P012232,2026-05-11T09:37:56,capture,3680,,,
E025981,P013675,2026-05-11T09:39:56,capture,2775,,,
E028423,P014959,2026-05-11T09:42:26,capture,7680,,,
E006423,P003368,2026-05-11T09:44:05,capture,2441,,,
E032640,P017182,2026-05-11T09:46:04,capture,2402,,,
E007619,P004007,2026-05-11T09:46:59,capture,18678,,,
E025832,P013594,2026-05-11T09:48:41,capture,4461,,,
E033505,P017636,2026-05-11T09:52:03,capture,1470,,,
E036120,P019017,2026-05-11T09:52:10,capture,3589,,,
E008010,P004219,2026-05-11T09:52:17,expire,3579,,,
E008600,P004525,2026-05-11T09:53:53,capture,1403,,,
E028766,P015138,2026-05-11T09:57:56,capture,6495,,,
E023501,P012362,2026-05-11T09:59:11,capture,12084,,,
E013133,P006907,2026-05-11T09:59:35,expire,8121,,,
E037286,P019640,2026-05-11T10:00:54,capture,4682,,,
E004271,P002241,2026-05-11T10:01:46,capture,7691,,,
E032120,P016908,2026-05-11T10:04:28,capture,1707,,,
E030582,P016092,2026-05-11T10:06:08,capture,23202,,,
E023733,P012488,2026-05-11T10:06:51,expire,7794,,,
E035675,P018777,2026-05-11T10:10:55,capture,3128,,,
E016181,P008522,2026-05-11T10:11:50,capture,9922,,,
E031950,P016818,2026-05-11T10:17:30,capture,4332,,,
E025430,P013379,2026-05-11T10:21:05,capture,1767,,,
E005363,P002816,2026-05-11T10:21:16,capture,4742,,,
E028903,P015209,2026-05-11T10:21:36,capture,8414,,,
E002319,P001216,2026-05-11T10:21:41,expire,1527,,,
E037748,P019878,2026-05-11T10:21:48,capture,396,,,
E014086,P007411,2026-05-11T10:22:30,capture,1663,,,
E029487,P015520,2026-05-11T10:23:16,capture,5219,,,
E031193,P016416,2026-05-11T10:24:14,capture,7821,,,
E033476,P017620,2026-05-11T10:25:50,capture,4710,,,
E004252,P002232,2026-05-11T10:26:35,capture,11819,,,
E009872,P005182,2026-05-11T10:33:14,capture,2819,,,
E014209,P007477,2026-05-11T10:34:30,capture,13325,,,
E012073,P006345,2026-05-11T10:35:46,capture,1422,,,
E035867,P018881,2026-05-11T10:42:03,capture,7597,,,
E001298,P000686,2026-05-11T10:42:44,capture,4602,,,
E011918,P006265,2026-05-11T10:46:09,expire,2153,,,
E014149,P007443,2026-05-11T10:48:43,expire,1894,,,
E009816,P005153,2026-05-11T10:49:28,capture,16002,,,
E017937,P009440,2026-05-11T10:50:28,capture,2825,,,
E029734,P015648,2026-05-11T10:51:04,capture,3328,,,
E026519,P013964,2026-05-11T10:51:17,expire,1622,,,
E002818,P001478,2026-05-11T10:52:00,capture,3175,,,
E022465,P011818,2026-05-11T10:52:48,capture,3169,,,
E005904,P003098,2026-05-11T10:53:57,capture,30532,,,
E021571,P011340,2026-05-11T10:54:03,capture,3122,,,
E004350,P002282,2026-05-11T10:54:29,capture,4394,,,
E005338,P002803,2026-05-11T10:55:14,capture,33972,,,
E035503,P018684,2026-05-11T10:55:47,capture,5087,,,
E019187,P010094,2026-05-11T10:56:29,capture,1994,,,
E001557,P000818,2026-05-11T10:58:22,capture,2586,,,
E004404,P002311,2026-05-11T10:59:08,capture,9268,,,
E022753,P011967,2026-05-11T10:59:20,capture,4907,,,
E006634,P003481,2026-05-11T11:00:03,capture,8678,,,
E013760,P007237,2026-05-11T11:00:36,capture,10115,,,
E033751,P017762,2026-05-11T11:02:44,capture,1833,,,
E020379,P010722,2026-05-11T11:02:52,capture,898,,,
E003373,P001766,2026-05-11T11:07:40,capture,44430,,,
E018862,P009922,2026-05-11T11:10:08,capture,10442,,,
E020832,P010958,2026-05-11T11:10:26,capture,870,,,
E037530,P019764,2026-05-11T11:16:06,capture,20252,,,
E017509,P009220,2026-05-11T11:17:21,capture,29419,,,
E020003,P010518,2026-05-11T11:18:00,capture,7025,,,
E037027,P019504,2026-05-11T11:18:08,capture,6309,,,
E005623,P002951,2026-05-11T11:18:55,capture,7776,,,
E015182,P007993,2026-05-11T11:20:43,expire,878,,,
E019278,P010141,2026-05-11T11:20:56,capture,2064,,,
E011579,P006082,2026-05-11T11:22:47,capture,15167,,,
E024911,P013109,2026-05-11T11:23:17,capture,8009,,,
E000164,P000088,2026-05-11T11:23:52,expire,1958,,,
E026295,P013843,2026-05-11T11:23:59,capture,3675,,,
E005833,P003060,2026-05-11T11:24:05,capture,2465,,,
E015445,P008133,2026-05-11T11:25:10,expire,9173,,,
